FL_DATE,DEP_HOUR,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,TAIL_NUM,ORIGIN,DEST,DEP_Date,CRS_DEP_Date,TAXI_OUT,DEP_DELAY,AIR_TIME,CANCELLED,YEAR OF MANUFACTURE,MANUFACTURER,ICAO TYPE,ACTIVE_WEATHER
1/31/2022,14,YX,4503,N436YX,JFK,RDU,1/31/202,1/31/202,18,-11,71,0,2014,Embraer,E75L,0
1/31/2022,21,YX,4533,N426YX,JFK,RDU,1/31/202,1/31/202,29,-9,71,0,2014,Embraer,E75L,0
1/31/2022,16,YX,4540,N418YX,JFK,RDU,1/31/202,1/31/202,26,-8,72,0,2013,Embraer,E75L,0
1/31/2022,12,YX,4628,N124HQ,JFK,RDU,1/31/202,1/31/202,24,-14,85,0,2007,Embraer,E75L,0
1/31/2022,7,YX,4926,N413YX,JFK,RDU,1/31/202,1/31/202,47,13,77,0,2013,Embraer,E75L,0
1/31/2022,18,B6,1185,N317JB,JFK,RDU,1/31/202,1/31/202,27,38,68,0,2010,Embraer,E190,0
1/31/2022,14,B6,285,N329JB,JFK,RDU,1/31/202,1/31/202,20,155,71,0,2011,Embraer,E190,0
1/31/2022,15,B6,295,N510JB,JFK,AUS,1/31/202,1/31/202,20,93,210,0,2000,Airbus,A320,0
1/31/2022,0,B6,385,N258JB,JFK,RDU,1/31/202,1/31/202,0,0,0,1,2006,Embraer,E190,0
1/31/2022,5,B6,585,N827JB,JFK,RDU,1/31/202,1/31/202,13,-4,69,0,2013,Airbus,A320,0
1/31/2022,7,B6,795,N746JB,JFK,AUS,1/31/202,1/31/202,19,25,209,0,2008,Airbus,A320,0
1/31/2022,22,B6,97,N999JQ,JFK,DEN,1/31/202,1/31/202,25,148,236,0,2018,Airbus,A321,0
1/31/2022,20,DL,1077,N926DZ,JFK,DEN,1/31/202,1/31/202,13,19,228,0,2019,Boeing,B739,0
1/31/2022,8,DL,1170,N703TW,JFK,DEN,1/31/202,1/31/202,17,-2,227,0,1996,Boeing,B752,0
1/31/2022,13,DL,1175,N327NB,JFK,AUS,1/31/202,1/31/202,15,-3,205,0,2001,Airbus,A319,0
1/31/2022,16,9E,4829,N927XJ,JFK,RDU,1/31/202,1/31/202,32,-18,71,0,2008,Bombardier,CRJ9,0
1/31/2022,0,9E,4873,N146PQ,JFK,RDU,1/31/202,1/31/202,0,0,0,1,2007,Bombardier,CRJ9,0
1/31/2022,11,9E,5113,N337PQ,JFK,RDU,1/31/202,1/31/202,19,-5,75,0,2014,Bombardier,CRJ9,0
1/31/2022,19,9E,5247,N300PQ,JFK,RDU,1/31/202,1/31/202,18,-3,71,0,2013,Bombardier,CRJ9,0
1/31/2022,13,YX,5619,N235JQ,JFK,RDU,1/31/202,1/31/202,16,-5,81,0,2008,Embraer,E75L,0
1/31/2022,18,DL,655,N322NB,JFK,AUS,1/31/202,1/31/202,11,20,202,0,2001,Airbus,A319,0
1/31/2022,8,DL,659,N322NB,JFK,AUS,1/31/202,1/31/202,42,5,210,0,2001,Airbus,A319,0
2/1/2022,17,AA,2772,N880NN,JFK,AUS,2/1/2022,2/1/2022,17,-3,217,0,2011,Boeing,B738,0
2/1/2022,7,AA,2813,N314PD,JFK,AUS,2/1/2022,2/1/2022,29,-4,209,0,2017,Boeing,B738,0
2/1/2022,14,YX,4503,N128HQ,JFK,RDU,2/1/2022,2/1/2022,22,-8,69,0,2008,Embraer,E75L,0
2/1/2022,16,YX,4540,N109HQ,JFK,RDU,2/1/2022,2/1/2022,21,-13,70,0,2007,Embraer,E75L,0
2/1/2022,12,YX,4628,N121HQ,JFK,RDU,2/1/2022,2/1/2022,21,-3,72,0,2007,Embraer,E75L,0
2/1/2022,7,YX,4926,N117HQ,JFK,RDU,2/1/2022,2/1/2022,23,-15,70,0,2007,Embraer,E75L,0
2/1/2022,19,B6,1185,N190JB,JFK,RDU,2/1/2022,2/1/2022,17,127,66,0,2005,Embraer,E190,0
2/1/2022,12,B6,285,N316JB,JFK,RDU,2/1/2022,2/1/2022,15,-1,71,0,2009,Embraer,E190,0
2/1/2022,14,B6,295,N534JB,JFK,AUS,2/1/2022,2/1/2022,25,29,207,0,2002,Airbus,A320,0
2/1/2022,20,B6,385,N284JB,JFK,RDU,2/1/2022,2/1/2022,16,6,67,0,2008,Embraer,E190,0
2/1/2022,5,B6,585,N651JB,JFK,RDU,2/1/2022,2/1/2022,14,-6,71,0,2007,Airbus,A320,0
2/1/2022,20,B6,97,N913JB,JFK,DEN,2/1/2022,2/1/2022,21,0,238,0,2013,Airbus,A321,0
2/1/2022,20,DL,1077,N816DN,JFK,DEN,2/1/2022,2/1/2022,34,23,234,0,2014,Boeing,B739,0
2/1/2022,7,DL,1170,N704X,JFK,DEN,2/1/2022,2/1/2022,27,-3,238,0,1997,Boeing,B752,0
2/1/2022,13,DL,1175,N349NB,JFK,AUS,2/1/2022,2/1/2022,20,-4,207,0,2002,Airbus,A319,0
2/1/2022,16,9E,4829,N166PQ,JFK,RDU,2/1/2022,2/1/2022,11,-5,70,0,2008,Bombardier,CRJ9,0
2/1/2022,8,9E,4873,N901XJ,JFK,RDU,2/1/2022,2/1/2022,15,-4,68,0,2007,Bombardier,CRJ9,0
2/1/2022,11,9E,5113,N166PQ,JFK,RDU,2/1/2022,2/1/2022,13,-5,70,0,2008,Bombardier,CRJ9,0
2/1/2022,19,9E,5247,N336PQ,JFK,RDU,2/1/2022,2/1/2022,15,-5,68,0,2014,Bombardier,CRJ9,0
2/1/2022,13,YX,5619,N234JQ,JFK,RDU,2/1/2022,2/1/2022,18,-8,74,0,2008,Embraer,E75L,0
2/1/2022,18,DL,655,N342NB,JFK,AUS,2/1/2022,2/1/2022,15,-12,215,0,2002,Airbus,A319,0
2/1/2022,8,DL,659,N327NB,JFK,AUS,2/1/2022,2/1/2022,22,-5,203,0,2001,Airbus,A319,0
2/2/2022,0,AA,2772,N958NN,JFK,AUS,2/2/2022,2/2/2022,0,0,0,2,2014,Boeing,B738,0
2/2/2022,7,AA,2813,N314PD,JFK,AUS,2/2/2022,2/2/2022,16,-6,237,0,2017,Boeing,B738,0
2/2/2022,14,YX,4503,N110HQ,JFK,RDU,2/2/2022,2/2/2022,22,-5,69,0,2007,Embraer,E75L,0
2/2/2022,16,YX,4540,N422YX,JFK,RDU,2/2/2022,2/2/2022,23,-3,74,0,2014,Embraer,E75L,0
2/2/2022,12,YX,4628,N447YX,JFK,RDU,2/2/2022,2/2/2022,18,-8,73,0,2015,Embraer,E75L,0
2/2/2022,7,YX,4926,N426YX,JFK,RDU,2/2/2022,2/2/2022,17,-13,70,0,2014,Embraer,E75L,0
2/2/2022,17,B6,1185,N318JB,JFK,RDU,2/2/2022,2/2/2022,22,-1,68,0,2010,Embraer,E190,0
2/2/2022,13,B6,285,N228JB,JFK,RDU,2/2/2022,2/2/2022,17,45,69,0,2006,Embraer,E190,0
2/2/2022,13,B6,295,N562JB,JFK,AUS,2/2/2022,2/2/2022,13,-5,230,0,2003,Airbus,A320,0
2/2/2022,0,B6,385,N193JB,JFK,RDU,2/2/2022,2/2/2022,21,213,71,0,2005,Embraer,E190,0
2/2/2022,5,B6,585,N794JB,JFK,RDU,2/2/2022,2/2/2022,29,-11,75,0,2011,Airbus,A320,0
2/2/2022,20,B6,97,N972JT,JFK,DEN,2/2/2022,2/2/2022,38,3,260,0,2016,Airbus,A321,0
2/2/2022,19,DL,1077,N920DU,JFK,DEN,2/2/2022,2/2/2022,43,0,272,0,2019,Boeing,B739,0
2/2/2022,8,DL,1170,N722TW,JFK,DEN,2/2/2022,2/2/2022,26,-1,241,0,1999,Boeing,B752,0
2/2/2022,12,DL,1175,N342NB,JFK,AUS,2/2/2022,2/2/2022,11,-10,235,0,2002,Airbus,A319,0
2/2/2022,16,9E,4829,N582CA,JFK,RDU,2/2/2022,2/2/2022,13,-10,71,0,2008,Bombardier,CRJ9,0
2/2/2022,8,9E,4873,N315PQ,JFK,RDU,2/2/2022,2/2/2022,29,-4,74,0,2014,Bombardier,CRJ9,0
2/2/2022,11,9E,5113,N298PQ,JFK,RDU,2/2/2022,2/2/2022,14,-5,72,0,2013,Bombardier,CRJ9,0
2/2/2022,19,9E,5247,N331PQ,JFK,RDU,2/2/2022,2/2/2022,36,-4,71,0,2014,Bombardier,CRJ9,0
2/2/2022,13,YX,5619,N228JQ,JFK,RDU,2/2/2022,2/2/2022,22,-9,70,0,2008,Embraer,E75L,0
2/2/2022,19,DL,655,N349NB,JFK,AUS,2/2/2022,2/2/2022,29,34,232,0,2002,Airbus,A319,0
2/2/2022,8,DL,659,N349NB,JFK,AUS,2/2/2022,2/2/2022,23,-7,220,0,2002,Airbus,A319,0
2/3/2022,17,AA,2772,N981NN,JFK,AUS,2/3/2022,2/3/2022,16,9,236,0,2015,Boeing,B738,1
2/3/2022,0,AA,2813,N899NN,JFK,AUS,2/3/2022,2/3/2022,0,0,0,2,2012,Boeing,B738,1
2/3/2022,14,YX,4503,N132HQ,JFK,RDU,2/3/2022,2/3/2022,13,-6,72,0,2008,Embraer,E75L,1
2/3/2022,0,YX,4533,N420YX,JFK,RDU,2/3/2022,2/3/2022,20,155,76,0,2014,Embraer,E75L,1
2/3/2022,16,YX,4540,N440YX,JFK,RDU,2/3/2022,2/3/2022,27,-9,77,0,2014,Embraer,E75L,1
2/3/2022,16,YX,4628,N102HQ,JFK,RDU,2/3/2022,2/3/2022,26,213,75,0,2007,Embraer,E75L,1
2/3/2022,9,YX,4926,N409YX,JFK,RDU,2/3/2022,2/3/2022,21,115,76,0,2013,Embraer,E75L,1
2/3/2022,18,B6,1185,N505JB,JFK,RDU,2/3/2022,2/3/2022,19,82,69,0,2000,Airbus,A320,1
2/3/2022,0,B6,1295,N648JB,JFK,AUS,2/3/2022,2/3/2022,0,0,0,2,2006,Airbus,A320,1
2/3/2022,12,B6,285,N183JB,JFK,RDU,2/3/2022,2/3/2022,19,-2,72,0,2005,Embraer,E190,1
2/3/2022,13,B6,295,N796JB,JFK,AUS,2/3/2022,2/3/2022,16,14,237,0,2012,Airbus,A320,1
2/3/2022,20,B6,385,N317JB,JFK,RDU,2/3/2022,2/3/2022,24,2,73,0,2010,Embraer,E190,1
2/3/2022,5,B6,585,N595JB,JFK,RDU,2/3/2022,2/3/2022,16,-1,73,0,2004,Airbus,A320,1
2/3/2022,20,B6,97,N994JL,JFK,DEN,2/3/2022,2/3/2022,35,8,236,0,2018,Airbus,A321,1
2/3/2022,20,DL,1077,N890DN,JFK,DEN,2/3/2022,2/3/2022,25,44,233,0,2018,Boeing,B739,1
2/3/2022,8,DL,1170,N727TW,JFK,DEN,2/3/2022,2/3/2022,22,-2,252,0,1999,Boeing,B752,1
2/3/2022,0,DL,1175,N360NB,JFK,AUS,2/3/2022,2/3/2022,0,0,0,2,2003,Airbus,A319,1
2/3/2022,16,9E,4829,N293PQ,JFK,RDU,2/3/2022,2/3/2022,23,-10,75,0,2013,Bombardier,CRJ9,1
2/3/2022,8,9E,4873,N300PQ,JFK,RDU,2/3/2022,2/3/2022,29,-5,71,0,2013,Bombardier,CRJ9,1
2/3/2022,11,9E,5113,N146PQ,JFK,RDU,2/3/2022,2/3/2022,40,-5,70,0,2007,Bombardier,CRJ9,1
2/3/2022,20,9E,5247,N337PQ,JFK,RDU,2/3/2022,2/3/2022,23,80,73,0,2014,Bombardier,CRJ9,1
2/3/2022,13,YX,5619,N216JQ,JFK,RDU,2/3/2022,2/3/2022,21,7,76,0,2009,Embraer,E75L,1
2/3/2022,19,DL,655,N342NB,JFK,AUS,2/3/2022,2/3/2022,26,27,238,0,2002,Airbus,A319,1
2/3/2022,0,DL,659,N342NB,JFK,AUS,2/3/2022,2/3/2022,0,0,0,2,2002,Airbus,A319,1
2/4/2022,0,AA,2772,N976AN,JFK,AUS,2/4/2022,2/4/2022,0,0,0,2,2001,Boeing,B738,1
2/4/2022,8,AA,2813,N946NN,JFK,AUS,2/4/2022,2/4/2022,53,-4,255,0,2014,Boeing,B738,1
2/4/2022,14,YX,4503,N448YX,JFK,RDU,2/4/2022,2/4/2022,25,-2,83,0,2020,Embraer,E75L,1
2/4/2022,16,YX,4540,N435YX,JFK,RDU,2/4/2022,2/4/2022,39,0,85,0,2014,Embraer,E75L,1
2/4/2022,12,YX,4628,N420YX,JFK,RDU,2/4/2022,2/4/2022,18,-8,77,0,2014,Embraer,E75L,1
2/4/2022,0,B6,1185,N796JB,JFK,RDU,2/4/2022,2/4/2022,0,0,0,2,2012,Airbus,A320,1
2/4/2022,20,B6,1295,N568JB,JFK,AUS,2/4/2022,2/4/2022,96,-2,226,0,2003,Airbus,A320,2
2/4/2022,13,B6,285,N306JB,JFK,RDU,2/4/2022,2/4/2022,11,65,77,0,2009,Embraer,E190,1
2/4/2022,0,B6,295,N789JB,JFK,AUS,2/4/2022,2/4/2022,0,0,0,2,2011,Airbus,A320,1
2/4/2022,23,B6,385,N281JB,JFK,RDU,2/4/2022,2/4/2022,35,180,86,0,2007,Embraer,E190,2
2/4/2022,5,B6,585,N505JB,JFK,RDU,2/4/2022,2/4/2022,20,-8,77,0,2000,Airbus,A320,1
2/4/2022,0,B6,97,N948JB,JFK,DEN,2/4/2022,2/4/2022,0,0,0,2,2015,Airbus,A321,1
2/4/2022,20,DL,1077,N847DN,JFK,DEN,2/4/2022,2/4/2022,69,5,225,0,2015,Boeing,B739,2
2/4/2022,8,DL,1170,N705TW,JFK,DEN,2/4/2022,2/4/2022,47,-2,237,0,1997,Boeing,B752,1
2/4/2022,13,DL,1175,N318NB,JFK,AUS,2/4/2022,2/4/2022,14,47,253,0,2000,Airbus,A319,1
2/4/2022,16,9E,4829,N314PQ,JFK,RDU,2/4/2022,2/4/2022,38,-5,84,0,2014,Bombardier,CRJ9,1
2/4/2022,8,9E,4873,N538CA,JFK,RDU,2/4/2022,2/4/2022,74,-4,77,0,2008,Bombardier,CRJ9,1
2/4/2022,11,9E,5113,N272PQ,JFK,RDU,2/4/2022,2/4/2022,20,-1,80,0,2013,Bombardier,CRJ9,0
2/4/2022,0,9E,5247,N310PQ,JFK,RDU,2/4/2022,2/4/2022,0,0,0,2,2014,Bombardier,CRJ9,1
2/4/2022,13,YX,5619,N222JQ,JFK,RDU,2/4/2022,2/4/2022,27,-2,85,0,2007,Embraer,E75L,1
2/4/2022,18,DL,655,N360NB,JFK,AUS,2/4/2022,2/4/2022,45,19,249,0,2003,Airbus,A319,1
2/4/2022,8,DL,659,N360NB,JFK,AUS,2/4/2022,2/4/2022,50,-2,245,0,2003,Airbus,A319,1
2/5/2022,20,AA,2772,N944NN,JFK,AUS,2/5/2022,2/5/2022,18,163,201,0,2014,Boeing,B738,0
2/5/2022,8,AA,2813,N337PJ,JFK,AUS,2/5/2022,2/5/2022,27,-2,215,0,2017,Boeing,B738,0
2/5/2022,14,YX,4503,N134HQ,JFK,RDU,2/5/2022,2/5/2022,31,-4,75,0,2008,Embraer,E75L,0
2/5/2022,16,YX,4540,N136HQ,JFK,RDU,2/5/2022,2/5/2022,30,1,76,0,2008,Embraer,E75L,0
2/5/2022,12,YX,4628,N120HQ,JFK,RDU,2/5/2022,2/5/2022,23,-8,79,0,2007,Embraer,E75L,0
2/5/2022,7,YX,4926,N122HQ,JFK,RDU,2/5/2022,2/5/2022,18,-6,92,0,2007,Embraer,E75L,0
2/5/2022,18,B6,1185,N339JB,JFK,RDU,2/5/2022,2/5/2022,25,41,72,0,2011,Embraer,E190,0
2/5/2022,17,B6,285,N355JB,JFK,RDU,2/5/2022,2/5/2022,31,280,71,0,2013,Embraer,E190,0
2/5/2022,14,B6,295,N641JB,JFK,AUS,2/5/2022,2/5/2022,27,22,201,0,2006,Airbus,A320,0
2/5/2022,21,B6,385,N184JB,JFK,RDU,2/5/2022,2/5/2022,25,71,73,0,2005,Embraer,E190,0
2/5/2022,0,B6,585,N552JB,JFK,RDU,2/5/2022,2/5/2022,0,0,0,2,2002,Airbus,A320,2
2/5/2022,12,B6,795,N636JB,JFK,AUS,2/5/2022,2/5/2022,14,321,208,0,2006,Airbus,A320,0
2/5/2022,21,B6,97,N949JT,JFK,DEN,2/5/2022,2/5/2022,13,100,236,0,2015,Airbus,A321,0
2/5/2022,19,DL,1077,N848DN,JFK,DEN,2/5/2022,2/5/2022,12,-2,232,0,2015,Boeing,B739,0
2/5/2022,8,DL,1170,N721TW,JFK,DEN,2/5/2022,2/5/2022,40,42,240,0,1999,Boeing,B752,0
2/5/2022,16,9E,4829,N301PQ,JFK,RDU,2/5/2022,2/5/2022,39,-1,75,0,2013,Bombardier,CRJ9,0
2/5/2022,8,9E,4873,N901XJ,JFK,RDU,2/5/2022,2/5/2022,63,-3,78,0,2007,Bombardier,CRJ9,0
2/5/2022,10,9E,5113,N293PQ,JFK,RDU,2/5/2022,2/5/2022,23,-4,78,0,2013,Bombardier,CRJ9,0
2/5/2022,19,9E,5247,N292PQ,JFK,RDU,2/5/2022,2/5/2022,19,-4,75,0,2013,Bombardier,CRJ9,0
2/5/2022,13,9E,5447,N305PQ,JFK,RDU,2/5/2022,2/5/2022,12,4,75,0,2014,Bombardier,CRJ9,0
2/5/2022,19,DL,655,N318NB,JFK,AUS,2/5/2022,2/5/2022,14,22,203,0,2000,Airbus,A319,0
2/5/2022,8,DL,659,N318NB,JFK,AUS,2/5/2022,2/5/2022,60,21,200,0,2000,Airbus,A319,0
2/6/2022,18,AA,2772,N867NN,JFK,AUS,2/6/2022,2/6/2022,26,50,222,0,2011,Boeing,B738,0
2/6/2022,0,AA,2813,N346PR,JFK,AUS,2/6/2022,2/6/2022,0,0,0,1,2017,Boeing,B738,0
2/6/2022,14,YX,4503,N453YX,JFK,RDU,2/6/2022,2/6/2022,16,-7,78,0,2021,Embraer,E75L,0
2/6/2022,21,YX,4533,N127HQ,JFK,RDU,2/6/2022,2/6/2022,23,-4,77,0,2008,Embraer,E75L,0
2/6/2022,16,YX,4540,N135HQ,JFK,RDU,2/6/2022,2/6/2022,22,8,80,0,2008,Embraer,E75L,0
2/6/2022,12,YX,4628,N409YX,JFK,RDU,2/6/2022,2/6/2022,18,-10,72,0,2013,Embraer,E75L,0
2/6/2022,7,YX,4926,N136HQ,JFK,RDU,2/6/2022,2/6/2022,26,-6,72,0,2008,Embraer,E75L,0
2/6/2022,20,B6,1185,N375JB,JFK,RDU,2/6/2022,2/6/2022,27,163,75,0,2013,Embraer,E190,0
2/6/2022,21,B6,1295,N535JB,JFK,AUS,2/6/2022,2/6/2022,22,39,226,0,2002,Airbus,A320,0
2/6/2022,13,B6,285,N267JB,JFK,RDU,2/6/2022,2/6/2022,17,91,75,0,2007,Embraer,E190,0
2/6/2022,14,B6,295,N2002J,JFK,AUS,2/6/2022,2/6/2022,25,63,219,0,2019,Airbus,A21N,0
2/6/2022,22,B6,385,N178JB,JFK,RDU,2/6/2022,2/6/2022,17,119,76,0,2005,Embraer,E190,0
2/6/2022,7,B6,585,N627JB,JFK,RDU,2/6/2022,2/6/2022,18,106,75,0,2005,Airbus,A320,0
2/6/2022,19,B6,97,N998JE,JFK,DEN,2/6/2022,2/6/2022,21,-1,230,0,2018,Airbus,A321,0
2/6/2022,20,DL,1077,N862DN,JFK,DEN,2/6/2022,2/6/2022,21,8,226,0,2016,Boeing,B739,0
2/6/2022,7,DL,1170,N702TW,JFK,DEN,2/6/2022,2/6/2022,13,-6,223,0,1996,Boeing,B752,0
2/6/2022,13,DL,1175,N318NB,JFK,AUS,2/6/2022,2/6/2022,13,0,216,0,2000,Airbus,A319,0
2/6/2022,16,9E,4829,N901XJ,JFK,RDU,2/6/2022,2/6/2022,28,-3,76,0,2007,Bombardier,CRJ9,0
2/6/2022,8,9E,4873,N314PQ,JFK,RDU,2/6/2022,2/6/2022,33,0,73,0,2014,Bombardier,CRJ9,0
2/6/2022,11,9E,5113,N901XJ,JFK,RDU,2/6/2022,2/6/2022,17,-5,75,0,2007,Bombardier,CRJ9,0
2/6/2022,19,9E,5247,N146PQ,JFK,RDU,2/6/2022,2/6/2022,17,0,75,0,2007,Bombardier,CRJ9,0
2/6/2022,13,YX,5619,N230JQ,JFK,RDU,2/6/2022,2/6/2022,19,-7,80,0,2008,Embraer,E75L,0
2/6/2022,18,DL,655,N327NB,JFK,AUS,2/6/2022,2/6/2022,19,9,227,0,2001,Airbus,A319,0
2/6/2022,8,DL,659,N327NB,JFK,AUS,2/6/2022,2/6/2022,21,1,213,0,2001,Airbus,A319,0
2/7/2022,17,AA,2772,N851NN,JFK,AUS,2/7/2022,2/7/2022,16,29,220,0,2010,Boeing,B738,1
2/7/2022,8,AA,2813,N306NY,JFK,AUS,2/7/2022,2/7/2022,28,-11,227,0,2016,Boeing,B738,1
2/7/2022,14,YX,4503,N126HQ,JFK,RDU,2/7/2022,2/7/2022,25,-9,96,0,2008,Embraer,E75L,1
2/7/2022,21,YX,4533,N114HQ,JFK,RDU,2/7/2022,2/7/2022,22,0,93,0,2007,Embraer,E75L,1
2/7/2022,17,YX,4540,N120HQ,JFK,RDU,2/7/2022,2/7/2022,20,20,88,0,2007,Embraer,E75L,1
2/7/2022,12,YX,4628,N127HQ,JFK,RDU,2/7/2022,2/7/2022,23,-12,89,0,2008,Embraer,E75L,1
2/7/2022,7,YX,4926,N449YX,JFK,RDU,2/7/2022,2/7/2022,24,-10,83,0,2021,Embraer,E75L,0
2/7/2022,17,B6,1185,N337JB,JFK,RDU,2/7/2022,2/7/2022,17,0,82,0,2011,Embraer,E190,1
2/7/2022,12,B6,285,N337JB,JFK,RDU,2/7/2022,2/7/2022,15,6,87,0,2011,Embraer,E190,1
2/7/2022,15,B6,295,N624JB,JFK,AUS,2/7/2022,2/7/2022,25,92,223,0,2005,Airbus,A320,1
2/7/2022,21,B6,385,N354JB,JFK,RDU,2/7/2022,2/7/2022,19,69,84,0,2013,Embraer,E190,1
2/7/2022,5,B6,585,N625JB,JFK,RDU,2/7/2022,2/7/2022,16,-12,81,0,2005,Airbus,A320,0
2/7/2022,0,B6,795,N505JB,JFK,AUS,2/7/2022,2/7/2022,0,0,0,1,2000,Airbus,A320,0
2/7/2022,20,B6,97,N972JT,JFK,DEN,2/7/2022,2/7/2022,30,3,226,0,2016,Airbus,A321,1
2/7/2022,19,DL,1077,N892DN,JFK,DEN,2/7/2022,2/7/2022,36,-4,222,0,2018,Boeing,B739,1
2/7/2022,8,DL,1170,N717TW,JFK,DEN,2/7/2022,2/7/2022,27,-4,221,0,1999,Boeing,B752,1
2/7/2022,14,DL,1175,N368NB,JFK,AUS,2/7/2022,2/7/2022,19,80,222,0,2003,Airbus,A319,1
2/7/2022,16,9E,4829,N186PQ,JFK,RDU,2/7/2022,2/7/2022,16,-10,89,0,2008,Bombardier,CRJ9,1
2/7/2022,8,9E,4873,N200PQ,JFK,RDU,2/7/2022,2/7/2022,20,-5,82,0,2008,Bombardier,CRJ9,1
2/7/2022,11,9E,5113,N186PQ,JFK,RDU,2/7/2022,2/7/2022,17,-13,79,0,2008,Bombardier,CRJ9,0
2/7/2022,19,9E,5247,N924XJ,JFK,RDU,2/7/2022,2/7/2022,26,-5,85,0,2008,Bombardier,CRJ9,1
2/7/2022,14,YX,5619,N218JQ,JFK,RDU,2/7/2022,2/7/2022,20,28,92,0,2007,Embraer,E75L,1
2/7/2022,21,DL,655,N318NB,JFK,AUS,2/7/2022,2/7/2022,11,154,214,0,2000,Airbus,A319,1
2/7/2022,10,DL,659,N318NB,JFK,AUS,2/7/2022,2/7/2022,15,95,224,0,2000,Airbus,A319,0
2/8/2022,17,AA,2772,N985NN,JFK,AUS,2/8/2022,2/8/2022,19,-5,222,0,2016,Boeing,B738,0
2/8/2022,8,AA,2813,N950NN,JFK,AUS,2/8/2022,2/8/2022,14,-15,215,0,2014,Boeing,B738,0
2/8/2022,14,YX,4503,N131HQ,JFK,RDU,2/8/2022,2/8/2022,25,-17,84,0,2008,Embraer,E75L,0
2/8/2022,16,YX,4540,N427YX,JFK,RDU,2/8/2022,2/8/2022,24,-11,81,0,2014,Embraer,E75L,0
2/8/2022,12,YX,4628,N120HQ,JFK,RDU,2/8/2022,2/8/2022,19,-13,92,0,2007,Embraer,E75L,0
2/8/2022,8,YX,4926,N871RW,JFK,RDU,2/8/2022,2/8/2022,34,30,89,0,2006,Embraer,E170,0
2/8/2022,17,B6,1185,N304JB,JFK,RDU,2/8/2022,2/8/2022,20,4,76,0,2009,Embraer,E190,0
2/8/2022,12,B6,285,N228JB,JFK,RDU,2/8/2022,2/8/2022,66,-11,86,0,2006,Embraer,E190,0
2/8/2022,13,B6,295,N706JB,JFK,AUS,2/8/2022,2/8/2022,22,-13,216,0,2008,Airbus,A320,0
2/8/2022,20,B6,385,N353JB,JFK,RDU,2/8/2022,2/8/2022,21,-5,75,0,2012,Embraer,E190,0
2/8/2022,5,B6,585,N638JB,JFK,RDU,2/8/2022,2/8/2022,46,-12,85,0,2006,Airbus,A320,1
2/8/2022,20,B6,97,N907JB,JFK,DEN,2/8/2022,2/8/2022,37,6,224,0,2013,Airbus,A321,0
2/8/2022,19,DL,1077,N803DN,JFK,DEN,2/8/2022,2/8/2022,28,-3,226,0,2013,Boeing,B739,0
2/8/2022,7,DL,1170,N721TW,JFK,DEN,2/8/2022,2/8/2022,24,-4,232,0,1999,Boeing,B752,1
2/8/2022,12,DL,1175,N321NB,JFK,AUS,2/8/2022,2/8/2022,23,-6,215,0,2001,Airbus,A319,0
2/8/2022,16,9E,4829,N187GJ,JFK,RDU,2/8/2022,2/8/2022,13,-8,83,0,2008,Bombardier,CRJ9,0
2/8/2022,8,9E,4873,N901XJ,JFK,RDU,2/8/2022,2/8/2022,24,-6,79,0,2007,Bombardier,CRJ9,0
2/8/2022,11,9E,5113,N187GJ,JFK,RDU,2/8/2022,2/8/2022,18,-2,85,0,2008,Bombardier,CRJ9,0
2/8/2022,19,9E,5247,N200PQ,JFK,RDU,2/8/2022,2/8/2022,23,-6,72,0,2008,Bombardier,CRJ9,0
2/8/2022,13,YX,5619,N236JQ,JFK,RDU,2/8/2022,2/8/2022,22,-9,84,0,2008,Embraer,E75L,0
2/8/2022,18,DL,655,N340NB,JFK,AUS,2/8/2022,2/8/2022,16,-10,223,0,2002,Airbus,A319,0
2/8/2022,8,DL,659,N320US,JFK,AUS,2/8/2022,2/8/2022,29,-4,210,0,1991,Airbus,A320,0
2/9/2022,17,AA,2772,N352PS,JFK,AUS,2/9/2022,2/9/2022,14,3,218,0,2017,Boeing,B738,0
2/9/2022,8,AA,2813,N306NY,JFK,AUS,2/9/2022,2/9/2022,30,-7,225,0,2016,Boeing,B738,0
2/9/2022,14,YX,4503,N101HQ,JFK,RDU,2/9/2022,2/9/2022,14,-8,83,0,2007,Embraer,E75L,0
2/9/2022,16,YX,4540,N449YX,JFK,RDU,2/9/2022,2/9/2022,26,-8,80,0,2021,Embraer,E75L,0
2/9/2022,12,YX,4628,N425YX,JFK,RDU,2/9/2022,2/9/2022,15,-8,73,0,2014,Embraer,E75L,0
2/9/2022,7,YX,4926,N446YX,JFK,RDU,2/9/2022,2/9/2022,48,-7,72,0,2015,Embraer,E75L,0
2/9/2022,17,B6,1185,N184JB,JFK,RDU,2/9/2022,2/9/2022,12,8,74,0,2005,Embraer,E190,0
2/9/2022,12,B6,285,N238JB,JFK,RDU,2/9/2022,2/9/2022,13,-8,74,0,2006,Embraer,E190,0
2/9/2022,14,B6,295,N586JB,JFK,AUS,2/9/2022,2/9/2022,11,34,219,0,2004,Airbus,A320,0
2/9/2022,20,B6,385,N247JB,JFK,RDU,2/9/2022,2/9/2022,29,-8,75,0,2006,Embraer,E190,0
2/9/2022,5,B6,585,N646JB,JFK,RDU,2/9/2022,2/9/2022,14,-11,74,0,2006,Airbus,A320,0
